PersonId,MetricDate,Language,Model,Usage count by language and model,PeopleHistoricalId
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,others,auto,6,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,others,claude-4.5-sonnet,5,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,others,gpt-5.5,10,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,python,gpt-5.5,85,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,typescript,gpt-5.5,10,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,typescript,claude-4.5-sonnet,8,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,others,gpt-5.5,13,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,others,claude-4.5-sonnet,11,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,others,auto,4,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,others,gpt-5.3-codex,4,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,python,gpt-5.5,28,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,python,claude-4.5-sonnet,21,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,typescript,gpt-5.5,10,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,others,gpt-5.5,9,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,others,claude-4.5-sonnet,6,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,others,gpt-5.3-codex,3,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,python,gpt-5.5,23,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,python,gpt-5.3-codex,18,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,python,claude-sonnet-5,18,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,typescript,gpt-5.5,13,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,others,auto,4,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,others,gpt-5.3-codex,8,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,others,claude-sonnet-5,3,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,others,gpt-5.5,5,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,python,gpt-5.6-terra,47,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,typescript,gpt-5.6-terra,5,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,typescript,gpt-5.3-codex,3,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,typescript,claude-sonnet-5,2,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,others,gpt-5.6-terra,13,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,others,gpt-5.3-codex,3,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,others,claude-sonnet-5,2,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,python,gpt-5.6-terra,82,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,typescript,gpt-5.6-terra,11,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,typescript,claude-sonnet-5,6,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,others,gpt-5.6-terra,25,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,others,claude-sonnet-5,14,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,others,gpt-5.3-codex,4,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,python,gpt-5.6-terra,119,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,python,claude-sonnet-5,75,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,typescript,gpt-5.6-terra,18,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,typescript,claude-sonnet-5,12,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,typescript,gpt-5.3-codex,12,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,others,auto,23,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,others,claude-sonnet-5,22,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,others,gpt-5.6-terra,15,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,others,gpt-5.3-codex,9,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,python,gpt-5.6-terra,83,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,python,claude-sonnet-5,52,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,typescript,gpt-5.6-terra,18,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,typescript,claude-sonnet-5,11,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,python,gpt-5.6-terra,99,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,python,claude-sonnet-5,61,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,python,gpt-5.3-codex,58,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,typescript,gpt-5.6-terra,47,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,others,gpt-5.6-terra,40,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,python,claude-sonnet-5,49,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,python,gpt-5.6-terra,43,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,python,gpt-5.5,34,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,typescript,claude-sonnet-5,11,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,typescript,gpt-5.6-terra,10,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,typescript,gpt-5.5,6,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,others,claude-sonnet-5,40,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,others,gpt-5.6-terra,18,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,others,gpt-5.5,7,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,python,claude-sonnet-5,46,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,python,gpt-5.6-terra,40,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,typescript,claude-sonnet-5,19,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,others,claude-sonnet-5,24,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,others,gpt-5.6-terra,7,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,others,auto,13,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,python,claude-sonnet-5,101,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,python,gpt-5.6-terra,88,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,python,auto,65,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,typescript,claude-sonnet-5,29,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,typescript,gpt-5.6-terra,26,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,others,claude-sonnet-5,102,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,others,gpt-5.6-terra,17,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,others,gpt-5.5,11,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,python,claude-sonnet-5,119,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,python,gpt-5.6-terra,103,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,typescript,claude-sonnet-5,25,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,typescript,gpt-5.6-terra,23,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-19,python,unknown,210,09a69926-8875-35d7-7735-6e4bef899d761784419200
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-19,typescript,claude-sonnet-5,24,09a69926-8875-35d7-7735-6e4bef899d761784419200
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-19,typescript,gpt-5.6-terra,21,09a69926-8875-35d7-7735-6e4bef899d761784419200
09a69926-8875-35d7-7735-6e4bef899d76,2026-08-02,python,gpt-5.6-terra,232,09a69926-8875-35d7-7735-6e4bef899d761785628800
09a69926-8875-35d7-7735-6e4bef899d76,2026-08-02,typescript,gpt-5.6-terra,31,09a69926-8875-35d7-7735-6e4bef899d761785628800
09a69926-8875-35d7-7735-6e4bef899d76,2026-08-02,typescript,gpt-5.6-sol,19,09a69926-8875-35d7-7735-6e4bef899d761785628800
09a69926-8875-35d7-7735-6e4bef899d76,2026-08-09,python,gpt-5.6-terra,227,09a69926-8875-35d7-7735-6e4bef899d761786233600
09a69926-8875-35d7-7735-6e4bef899d76,2026-08-09,typescript,gpt-5.6-terra,49,09a69926-8875-35d7-7735-6e4bef899d761786233600
09a69926-8875-35d7-7735-6e4bef899d76,2026-08-09,others,gpt-5.6-terra,26,09a69926-8875-35d7-7735-6e4bef899d761786233600
09a69926-8875-35d7-7735-6e4bef899d76,2026-08-09,others,gpt-5.6-sol,17,09a69926-8875-35d7-7735-6e4bef899d761786233600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-02-22,python,gpt-5.4,15,0f25c15e-99da-3a22-b356-63b9277dc80f1771718400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-02-22,typescript,gpt-5.4,5,0f25c15e-99da-3a22-b356-63b9277dc80f1771718400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-02-22,typescript,claude-4.6-sonnet,3,0f25c15e-99da-3a22-b356-63b9277dc80f1771718400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-02-22,others,gpt-5.4,4,0f25c15e-99da-3a22-b356-63b9277dc80f1771718400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-02-22,others,claude-4.6-sonnet,4,0f25c15e-99da-3a22-b356-63b9277dc80f1771718400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-08,python,gpt-5.4,12,0f25c15e-99da-3a22-b356-63b9277dc80f1772928000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-08,typescript,unknown,2,0f25c15e-99da-3a22-b356-63b9277dc80f1772928000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-08,typescript,claude-4.6-sonnet,2,0f25c15e-99da-3a22-b356-63b9277dc80f1772928000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-08,typescript,gpt-5.5,3,0f25c15e-99da-3a22-b356-63b9277dc80f1772928000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-08,others,gpt-5.4,8,0f25c15e-99da-3a22-b356-63b9277dc80f1772928000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-08,others,claude-4.6-sonnet,2,0f25c15e-99da-3a22-b356-63b9277dc80f1772928000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-08,others,gpt-5.5,2,0f25c15e-99da-3a22-b356-63b9277dc80f1772928000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-29,python,gpt-5.5,15,0f25c15e-99da-3a22-b356-63b9277dc80f1774742400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-29,python,claude-sonnet-5,13,0f25c15e-99da-3a22-b356-63b9277dc80f1774742400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-29,typescript,gpt-5.5,8,0f25c15e-99da-3a22-b356-63b9277dc80f1774742400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-03-29,typescript,claude-sonnet-5,7,0f25c15e-99da-3a22-b356-63b9277dc80f1774742400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-05,python,gpt-5.5,6,0f25c15e-99da-3a22-b356-63b9277dc80f1775347200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-05,python,claude-sonnet-5,6,0f25c15e-99da-3a22-b356-63b9277dc80f1775347200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-05,typescript,gpt-5.5,4,0f25c15e-99da-3a22-b356-63b9277dc80f1775347200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-05,typescript,auto,3,0f25c15e-99da-3a22-b356-63b9277dc80f1775347200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-05,others,gpt-5.5,9,0f25c15e-99da-3a22-b356-63b9277dc80f1775347200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-05,others,claude-sonnet-5,2,0f25c15e-99da-3a22-b356-63b9277dc80f1775347200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-05,others,gpt-5.6-terra,2,0f25c15e-99da-3a22-b356-63b9277dc80f1775347200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-12,python,gpt-5.5,4,0f25c15e-99da-3a22-b356-63b9277dc80f1775952000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-12,python,claude-sonnet-5,5,0f25c15e-99da-3a22-b356-63b9277dc80f1775952000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-12,typescript,gpt-5.5,6,0f25c15e-99da-3a22-b356-63b9277dc80f1775952000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-12,others,gpt-5.5,9,0f25c15e-99da-3a22-b356-63b9277dc80f1775952000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-12,others,claude-sonnet-5,5,0f25c15e-99da-3a22-b356-63b9277dc80f1775952000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-12,others,gpt-5.6-terra,1,0f25c15e-99da-3a22-b356-63b9277dc80f1775952000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-19,python,gpt-5.5,3,0f25c15e-99da-3a22-b356-63b9277dc80f1776556800
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-19,python,claude-sonnet-5,3,0f25c15e-99da-3a22-b356-63b9277dc80f1776556800
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-19,python,gpt-5.6-terra,3,0f25c15e-99da-3a22-b356-63b9277dc80f1776556800
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-19,typescript,gpt-5.5,5,0f25c15e-99da-3a22-b356-63b9277dc80f1776556800
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-19,others,gpt-5.5,6,0f25c15e-99da-3a22-b356-63b9277dc80f1776556800
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-19,others,claude-sonnet-5,4,0f25c15e-99da-3a22-b356-63b9277dc80f1776556800
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-26,python,claude-sonnet-5,4,0f25c15e-99da-3a22-b356-63b9277dc80f1777161600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-26,python,gpt-5.5,4,0f25c15e-99da-3a22-b356-63b9277dc80f1777161600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-26,python,gpt-5.6-terra,4,0f25c15e-99da-3a22-b356-63b9277dc80f1777161600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-26,others,claude-sonnet-5,9,0f25c15e-99da-3a22-b356-63b9277dc80f1777161600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-26,others,gpt-5.5,8,0f25c15e-99da-3a22-b356-63b9277dc80f1777161600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-26,others,gpt-5.6-terra,2,0f25c15e-99da-3a22-b356-63b9277dc80f1777161600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-04-26,javascript,claude-sonnet-5,7,0f25c15e-99da-3a22-b356-63b9277dc80f1777161600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-03,python,auto,12,0f25c15e-99da-3a22-b356-63b9277dc80f1777766400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-03,typescript,claude-sonnet-5,4,0f25c15e-99da-3a22-b356-63b9277dc80f1777766400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-03,typescript,gpt-5.5,3,0f25c15e-99da-3a22-b356-63b9277dc80f1777766400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-03,others,claude-sonnet-5,3,0f25c15e-99da-3a22-b356-63b9277dc80f1777766400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-03,others,gpt-5.5,3,0f25c15e-99da-3a22-b356-63b9277dc80f1777766400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-10,python,gpt-5.6-terra,10,0f25c15e-99da-3a22-b356-63b9277dc80f1778371200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-10,python,gpt-5.5,7,0f25c15e-99da-3a22-b356-63b9277dc80f1778371200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-10,python,claude-4.6-sonnet,7,0f25c15e-99da-3a22-b356-63b9277dc80f1778371200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-10,typescript,gpt-5.6-terra,6,0f25c15e-99da-3a22-b356-63b9277dc80f1778371200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-10,typescript,gpt-5.5,4,0f25c15e-99da-3a22-b356-63b9277dc80f1778371200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-10,typescript,unknown,3,0f25c15e-99da-3a22-b356-63b9277dc80f1778371200
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-17,python,gpt-5.6-terra,9,0f25c15e-99da-3a22-b356-63b9277dc80f1778976000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-17,python,gpt-5.5,6,0f25c15e-99da-3a22-b356-63b9277dc80f1778976000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-17,python,claude-4.6-sonnet,5,0f25c15e-99da-3a22-b356-63b9277dc80f1778976000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-17,typescript,gpt-5.6-terra,4,0f25c15e-99da-3a22-b356-63b9277dc80f1778976000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-17,typescript,gpt-5.5,3,0f25c15e-99da-3a22-b356-63b9277dc80f1778976000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-17,typescript,claude-4.6-sonnet,3,0f25c15e-99da-3a22-b356-63b9277dc80f1778976000
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-31,python,gpt-5.6-terra,6,0f25c15e-99da-3a22-b356-63b9277dc80f1780185600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-31,python,gpt-5.5,3,0f25c15e-99da-3a22-b356-63b9277dc80f1780185600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-31,typescript,gpt-5.6-terra,3,0f25c15e-99da-3a22-b356-63b9277dc80f1780185600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-31,typescript,gpt-5.5,2,0f25c15e-99da-3a22-b356-63b9277dc80f1780185600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-31,typescript,claude-4.6-sonnet,1,0f25c15e-99da-3a22-b356-63b9277dc80f1780185600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-31,others,gpt-5.6-terra,8,0f25c15e-99da-3a22-b356-63b9277dc80f1780185600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-05-31,others,gpt-5.5,2,0f25c15e-99da-3a22-b356-63b9277dc80f1780185600
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-06-07,python,gpt-5.6-terra,31,0f25c15e-99da-3a22-b356-63b9277dc80f1780790400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-06-07,typescript,gpt-5.6-terra,12,0f25c15e-99da-3a22-b356-63b9277dc80f1780790400
0f25c15e-99da-3a22-b356-63b9277dc80f,2026-06-07,typescript,gpt-5.5,6,0f25c15e-99da-3a22-b356-63b9277dc80f1780790400
