PersonId,MetricDate,Model,Feature,Usage count by model and feature,PeopleHistoricalId
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.3-codex,chat_panel_plan_mode,5,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.6-terra,chat_panel_plan_mode,2,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.3-codex,chat_panel_agent_mode,8,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.6-terra,copilot_app,1,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.6-terra,others,1,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.6-terra,code_completion,106,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.6-terra,chat_inline,36,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.6-terra,chat_panel_ask_mode,53,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.6-terra,chat_panel_edit_mode,41,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.3-codex,chat_panel_edit_mode,16,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.6-terra,agent_edit,34,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.3-codex,agent_edit,13,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.6-terra,chat_panel_custom_mode,17,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.3-codex,chat_panel_plan_mode,9,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.6-terra,chat_panel_plan_mode,5,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.3-codex,chat_panel_agent_mode,17,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.6-terra,copilot_app,3,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.6-terra,others,3,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-31,gpt-5.3-codex,others,2,09a69926-8875-35d7-7735-6e4bef899d761780185600
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.6-terra,code_completion,42,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.3-codex,code_completion,15,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.6-terra,chat_inline,19,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.6-terra,chat_panel_ask_mode,29,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.6-terra,chat_panel_edit_mode,31,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.6-terra,agent_edit,11,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,auto,agent_edit,7,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.3-codex,agent_edit,7,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.6-terra,chat_panel_custom_mode,9,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.3-codex,chat_panel_plan_mode,7,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.3-codex,chat_panel_agent_mode,5,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.6-terra,chat_panel_agent_mode,5,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.6-terra,copilot_app,2,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-07,gpt-5.6-terra,others,2,09a69926-8875-35d7-7735-6e4bef899d761780790400
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.6-terra,code_completion,79,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.3-codex,code_completion,28,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.6-terra,chat_inline,35,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.6-terra,chat_panel_ask_mode,53,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.6-terra,chat_panel_edit_mode,57,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.6-terra,agent_edit,35,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.3-codex,agent_edit,12,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.6-terra,chat_panel_custom_mode,18,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.3-codex,chat_panel_plan_mode,8,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.6-terra,chat_panel_plan_mode,7,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.3-codex,chat_panel_agent_mode,18,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.6-terra,copilot_app,2,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.3-codex,copilot_app,1,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-14,gpt-5.6-terra,others,2,09a69926-8875-35d7-7735-6e4bef899d761781395200
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,claude-sonnet-5,code_completion,76,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,claude-sonnet-5,chat_inline,25,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,claude-sonnet-5,chat_panel_ask_mode,38,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,claude-sonnet-5,chat_panel_edit_mode,41,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,claude-sonnet-5,agent_edit,25,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,auto,agent_edit,8,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,claude-sonnet-5,chat_panel_custom_mode,13,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,claude-sonnet-5,chat_panel_plan_mode,10,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,claude-sonnet-5,chat_panel_agent_mode,12,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,claude-sonnet-5,copilot_app,3,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-21,claude-sonnet-5,others,3,09a69926-8875-35d7-7735-6e4bef899d761782000000
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,claude-sonnet-5,code_completion,38,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,unknown,code_completion,14,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,claude-sonnet-5,chat_inline,18,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,claude-sonnet-5,chat_panel_ask_mode,26,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,claude-sonnet-5,chat_panel_edit_mode,27,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,claude-sonnet-5,agent_edit,23,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,claude-sonnet-5,chat_panel_custom_mode,9,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,claude-sonnet-5,chat_panel_plan_mode,7,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,claude-sonnet-5,chat_panel_agent_mode,8,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,claude-sonnet-5,copilot_app,1,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,unknown,copilot_app,1,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-06-28,claude-sonnet-5,others,2,09a69926-8875-35d7-7735-6e4bef899d761782604800
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,claude-sonnet-5,code_completion,87,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,claude-sonnet-5,chat_inline,31,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,claude-sonnet-5,chat_panel_ask_mode,46,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,claude-sonnet-5,chat_panel_edit_mode,32,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,unknown,chat_panel_edit_mode,29,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,claude-sonnet-5,agent_edit,71,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,claude-sonnet-5,chat_panel_custom_mode,35,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,claude-sonnet-5,chat_panel_plan_mode,46,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,claude-sonnet-5,chat_panel_agent_mode,92,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,claude-sonnet-5,copilot_cli,31,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-05,claude-sonnet-5,copilot_app,11,09a69926-8875-35d7-7735-6e4bef899d761783209600
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,claude-sonnet-5,code_completion,53,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,claude-sonnet-5,chat_inline,19,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,claude-sonnet-5,chat_panel_ask_mode,21,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,auto,chat_panel_ask_mode,7,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,claude-sonnet-5,chat_panel_edit_mode,38,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,claude-sonnet-5,agent_edit,44,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,claude-sonnet-5,chat_panel_custom_mode,22,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,claude-sonnet-5,chat_panel_plan_mode,28,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,claude-sonnet-5,chat_panel_agent_mode,57,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,claude-sonnet-5,copilot_cli,19,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-12,claude-sonnet-5,copilot_app,6,09a69926-8875-35d7-7735-6e4bef899d761783814400
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-19,claude-sonnet-5,code_completion,51,09a69926-8875-35d7-7735-6e4bef899d761784419200
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-19,claude-sonnet-5,chat_inline,18,09a69926-8875-35d7-7735-6e4bef899d761784419200
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-19,claude-sonnet-5,chat_panel_ask_mode,27,09a69926-8875-35d7-7735-6e4bef899d761784419200
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-19,claude-sonnet-5,chat_panel_edit_mode,36,09a69926-8875-35d7-7735-6e4bef899d761784419200
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-19,claude-sonnet-5,agent_edit,41,09a69926-8875-35d7-7735-6e4bef899d761784419200
09a69926-8875-35d7-7735-6e4bef899d76,2026-07-19,claude-sonnet-5,chat_panel_custom_mode,21,09a69926-8875-35d7-7735-6e4bef899d761784419200
